LocID,LocName,Latitude,Longitude
111072,HPU Garage G,40.740481,-74.028456
111064,2200 Atlantic,41.040883,-73.543386
111063,Harbor 1500,40.761164,-74.021051
111049,Wholesale Auto Supply,40.867823,-74.046112
111040,6 Depot Street,41.425389,-74.167071
111002,Leibys Center Lot,40.757999,-75.946226
110983,Ocean State HDr,41.57278,-71.656906
110960,Bayport-Blue Point Public Library,40.743437,-73.035711
110956,Volvo Westport Station,41.138672,-73.346666
110911,Westfield Trumbull CT,41.22895,-73.22394
110845,Patron Station 2,40.682617,-73.36706
110697,Essex County,40.762493,-74.21597
110675,Watchung Municipal Building,40.636798,-74.451783
110622,339 Jefferson Road,40.8541,-74.414696
110604,Matthews Auto Station 1,41.488573,-75.607005
110582,Farrington Realty LLC,40.76517,-73.832336
110555,"Warwick - Division St, RI Supercharger",41.663978,-71.492739
110553,Muhlenberg Campus,40.646431,-75.407521
110549,Parkway Plaza - Carle Place Mall,40.74809,-73.61688
110372,"Sheetz - Scranton, PA",41.41466,-75.6707
110344,Manor At Totowa B,40.914536,-74.20409
110343,Manor At Totowa A,40.914703,-74.204185
110297,Gateway to Mount Beacon,41.492889,-73.958454
110295,Scenic Hudson's Long Dock Park,41.504825,-73.986037
110203,Brooklyn | East Flatbush-Farragut | 395 Lenox Rd,40.654476,-73.946741
110187,135 Greene-Littleman Parking - Tesla Destination,40.717497,-74.03674
110037,952O Bethany Turnpike,41.651712,-75.29816
109949,Garnet Health Medical Center Station 4,41.441863,-74.366593
109943,Global Automall,40.616726,-74.455017
109940,"Shakers Hyundai - Watertown, CT",41.573937,-73.100368
109795,Brooklyn | Park Slope-Gowanus | 352 8th St,40.668517,-73.983283
109794,Brooklyn | Sunset Park West | 484 43rd St,40.649116,-74.006479
109793,Brooklyn | Crown Heights North | 145 Brooklyn Ave,40.674612,-73.944569
109713,Advantage Hyundai,40.770011,-73.502617
109660,Brooklyn | Bushwick South | 7 Marcus Garvey Blvd,40.700039,-73.941261
109441,Bronx | Norwood | 3500 Dekalb Ave,40.882337,-73.880265
109437,"North Bergen - John F Kennedy Blvd, NJ Supercharger",40.77386,-74.03814
109008,PJ Village Bakers Alley,40.947205,-73.0679
108977,Mercedes-Benz of Paramus,40.971234,-74.081007
108967,Mohansic Golf Course,41.272045,-73.810982
108910,Donnelly Construction,40.904581,-74.258953
108889,"Columbia, NJ Supercharger",40.933846,-75.100997
108819,New York University,40.728283,-73.997251
108060,Town of Nantucket Station #1,41.28067,-70.09564
108032,Motorgate Garage,40.764208,-73.947198
107910,VOB Kensington 1,40.942543,-73.83441
107569,1 Transportation Avenue,41.657729,-70.27908
107376,Park New Haven Floor 3,41.297535,-72.927075
107268,Crawford Park,41.015297,-73.68572
107157,Cape Cod Regional Transit Authority,41.656467,-70.280511
106961,Honda Westport,41.138444,-73.316983
106805,Middle Country Patron Parking,40.86463,-73.080368
106737,Rxr Realty 58,40.782217,-73.439925
106494,LGA West Garage LaGuardia Airport,40.773009,-73.875324
106482,Whole Foods,41.377767,-73.475576
106386,Stony Brook University Admin Garage,40.914648,-73.119684
105438,148 Greenspot 5,40.721401,-74.039823
105129,Village Hall,40.950705,-73.826403
105124,Bronx | Van Cortlandt Village | 2 Bedford Park Blvd W,40.875421,-73.893941
105110,Pazzo,41.29761531193222,-75.7745957130408
105100,Manhattan | Washington Heights South | 115 Fort Washington Ave,40.839756,-73.943345
105095,Bridge Towers,40.847958,-73.935109
105092,Crystal Towers - Upper Garage,41.02233517,-73.761947
105031,Brooklyn | Sunset Park West | 831 3rd Ave,40.656766,-74.004802
105027,"Manorville, NY Supercharger",40.871424,-72.798971
105002,New York Presbyterian Hospital,40.668552,-73.97869
104885,Queens | Jackson Heights | 35-58 72nd St,40.74894,-73.893721
104822,Big Y Foods Clinton,41.29151884089487,-72.5287639656067
104815,Passaic Health Department,40.860355,-74.12332
104814,Passaic Health Department,40.860207,-74.12329
104793,"Pompton Lakes, NJ Supercharger",41.008153,-74.293688
104339,Brooklyn | Prospect Lefferts Gardens-Wingate | 597 Clarkson Ave,40.656148,-73.940355
104287,Kia of Old Saybrook,41.308551,-72.382953
104280,The Eldred Pres Station,41.56918,-74.87116
104245,CSJ Brentwood,40.772454,-73.239297
104190,Connecticut College Admissions,41.3797826,-72.1079889
104183,The Source at White Plains,41.029167,-73.759358
104146,626 Sheepshead Bay Road - Parking,40.57897316619045,-73.97511250278187
104074,Teaneck Public Library,40.885667,-74.00727
104073,12-14 King Street,41.445744,-74.420798
104031,Broad Management,41.397684,-74.342212
104012,Metro Mall,40.711266,-73.89218
104010,University of Rhode Island Brookside Apts,41.488816,-71.534102
104009,University of Rhode Island Green Hall,41.484391,-71.527669
104008,University of Rhode Island Welcome Center,41.483244,-71.524791
103957,28 Washington Square Circle,40.759323,-74.979092
103911,Brooklyn | East Williamsburg | 167-149 Meeker Ave,40.714318,-73.953186
103905,"Dobbs Ferry, NY Supercharger",41.003783,-73.85642
103890,GFK Chimney Sweep,40.737427,-74.03049
103826,Brooklyn | East New York | 1065 Elton St,40.657441,-73.874619
103825,Queens | Laurelton | 134-10 225th St,40.677413,-73.745062
103824,Brooklyn | North Side-South Side | 134 N 4th St,40.716441,-73.960043
103810,Gramercy Plaza  - Parking Garage,40.7362174,-73.98666508
103803,Maple Moor Golf Course,41.001955,-73.727251
103692,751 Speedwell Avenue,40.829459,-74.478584
103656,AAA North Penn,41.454511,-75.647838
103600,The Eddy,40.741954,-74.162394
103469,Berry Lane Park,40.713074,-74.06836
103468,Enos Jones Park,40.7275,-74.05121
103467,Lengord Park,40.74584,-74.058846
103460,Volvo Cars of Huntington,40.828968,-73.429436
103435,The VIEW at Fairfield,40.8800783,-74.2710259
103423,Brooklyn | Greenpoint | 33 Norman Ave,40.724591,-73.954512
103422,Brooklyn | Brownsville | 1235 Linden Blvd,40.654381,-73.913436
103418,"Mystic, CT Supercharger",41.372386,-71.956586
103348,Revel - Brooklyn Superhub,40.69933379,-73.9496648
103347,JFK Cell Phone Lot West,40.65608,-73.80809
103343,Valley Bank - Red Crab,40.72831,-74.15123
103202,Brooklyn | Park Slope-Gowanus | 383 Court St,40.680484,-73.996719
103054,Manhattan | Yorkville | 170 E End Ave,40.775792,-73.944015
103053,Manhattan | Upper East Side-Carnegie Hill | 101 E 78th St,40.774878,-73.960671
103033,"Carle Place, NY Supercharger",40.744718,-73.61626
103030,Audi Wyoming,41.2735642,-75.8049774
102896,Town Hall Westport Annex,41.577415,-71.09023
102879,Queens | Astoria | 31-99 33rd St,40.761412,-73.923755
102878,Queens | Astoria | 35-1 38th St,40.755417,-73.923072
102873,"Massapequa, NY Supercharger",40.701938,-73.432671
102836,160 Park Street,41.143864,-73.494718
102829,Volvo Cars Bridgewater,40.57963,-74.60303
102748,Old Stonehouse Guest Parking,41.245842,-74.370384
102747,Maspeth Federal Savings Bank,40.710752,-73.851417
102569,Hudson Hills Golf Course,41.1994650414108,-73.8198956722518
102315,"Hauppauge - Motor Pkwy, NY Supercharger",40.80694,-73.23815
102296,Mercedes-Benz Front Parking,41.574939,-73.908107
102260,Manhattan | Upper West Side | 4 W 93rd St,40.789958,-73.966488
102232,550 Ann Street,40.984922,-75.192182
102112,Garage D,40.73928,-74.028656
102111,ProPark,40.73831,-74.029076
102081,McDonald's,40.89049169,-74.0942403
101957,"Roslyn Heights - Willis Ave, NY Supercharger",40.77956,-73.651063
101955,"Bartonsville, PA Supercharger",41.001772,-75.273151
101954,Hecktown Oaks Campus,40.699078,-75.28295
101892,Hw Patchogue Ev Station,40.768195,-73.02437
101778,3474 Putnam Place,40.879413,-73.875485
101777,5935 Broadway,40.888461,-73.899119
101762,630 Old Country Road,40.7416044,-73.6129391
101732,134 Jay Street,41.262887,-73.67279
101458,Chestnutvil Chestnut 2,40.983694,-74.118247
101445,East Garage 1,40.778036,-73.780899
101432,277 Park Avenue,40.75519,-73.974142
101427,"Lake Grove, NY Supercharger",40.862269,-73.129075
101264,Crown Street Garage,41.305793,-72.928507
101235,Galaxy Towers,40.789774,-74.000428
101227,CDPS Linden Garage,41.409652,-75.662464
101226,CDPS Connell Garage,41.407591,-75.664758
101225,CDPS Casey Garage,41.406366,-75.663811
101224,CDPS Medallion Garag,41.40671,-75.662483
101198,Old York Road Lot,40.625019,-75.38379
101196,New Street Garage,40.611295,-75.3786
101164,"East Hampton, NY Supercharger",40.965501,-72.189633
101116,West Tisbury Library,41.38174,-70.67338
101064,Riverport Garage,40.613129,-75.37939
101012,808 Washington Street,41.555375,-72.679332
100988,201 Mahantongo Street Parking,40.683765,-76.195606
100925,Riley Volvo,41.052681,-73.52633
100859,James Marquis Apartments,40.7893651,-73.9705104
100844,Sunrise Toyota,40.747441,-73.141691
100841,Town Hall 1 Independence Hill,40.844429,-73.01624
100747,Hyatt House White Plains,41.01975,-73.724295
100725,Baychester Retail III LLC,40.869205,-73.831633
100717,Amagansett Village Parking Lot,40.975968,-72.140007
100690,South Mountain Recreational Complex,40.769311,-74.280962
100650,Atlantic Street Parking Garage,40.882192,-74.044608
100646,"Flushing Plaza - Flushing, NY",40.75802197419407,-73.82640392261507
100643,BNY - Building 292,40.705481,-73.972208
100628,First Priority Group,40.879991,-74.709768
100624,South Greeley Avenue Parking,41.158583,-73.772492
100623,Allen Place,41.159141,-73.772906
100475,"Hackensack, NJ Supercharger",40.907703,-74.030779
100474,"Mahwah, NJ Supercharger",41.090122,-74.155284
100400,American Museum of Natural History,40.781414,-73.973682
100391,Forte Fitness Center,41.67416,-70.295364
100333,Norwalk Inn and Conference Center,41.11672,-73.40674
100332,Spinnaker Real Estate Partners,41.31064,-72.91908
100226,MPG 100 Jay Street - Tesla Destination,40.702004,-73.987053
100210,Courtyard Marriott - Rye,40.989586,-73.671855
100069,Colonial Ford of Danbury Service Center,41.413709,-73.425374
100019,Audi Paramus Jack Daniels,40.9249285,-74.083779
100013,Duford Studios,40.777737,-73.957413
99964,Long Island Welcome Center,40.80245873802739,-73.31762622222901
99956,iPark NYC E 77th Street - Tesla Destination,40.77364,-73.959302
99941,Cape Cod Mall - DICK'S Sporting Goods,41.667911,-70.295541
99910,360 Coggeshall Street,41.655623,-70.928282
99837,39 St Inspection Center Inc,40.744557,-73.926271
99829,Pound Ridge Volunteer Fire Department,41.190993,-73.553184
99784,J.Christian Bollwage Parking Garage,40.664509,-74.216541
99775,"Cranford, NJ Supercharger",40.658207,-74.287872
99615,Eastway Parking,40.762411,-73.984495
99603,Homewood Suites by Hilton Newburgh-Stewart Airport,41.489966,-74.097977
99405,"Lodi, NJ Supercharger",40.89146,-74.07267
99342,"Bay Shore, NY Supercharger",40.727358,-73.276843
99250,Jersey City Parking,40.748273,-74.047725
99184,Rivertowns Square,41.004221,-73.856147
99160,North Haven Crossing,41.35647,-72.87249
99149,Edison Lofts,40.782364,-74.234307
99115,City Center Allentown,40.601092,-75.471573
99080,"Alto Fairfield Metro - Fairfield, CT",41.1614543,-73.2359132
99013,"Shirley, NY Supercharger",40.804373,-72.860362
98963,LM North Cap,40.782533,-74.005419
98934,Ridgeway Shopping Center,41.0691,-73.54655
98849,Palmer Town Center,40.677059,-75.249122
98802,Basking Ridge Town Hall,40.695427,-74.542465
98797,Lehigh Valley International Airport,40.651107,-75.433658
98761,Hickory Run Travel Plaza - Supercharger,40.971484,-75.63068
98760,Hickory Run Travel Plaza South - Supercharger,40.969331,-75.631379
98660,Big Y,41.28797645021236,-72.41630140608216
98635,PJ Village Barnum Parking,40.944218,-73.070775
98408,Mercedes-Benz of North Haven,41.421774,-72.83876
98397,Curtiss-ryan Shop,41.297527,-73.1076
98330,Plaza at Short Hills,40.722049,-74.334177
98266,Hotel Marcel New Haven,41.296638,-72.919448
98163,Brookhaven Assessor's Office,40.845462,-73.015757
97512,Ciocca VW,40.583211,-75.47749
97455,Ocean Breeze Athletic Complex,40.58297,-74.07527
97395,499 Post Road East,41.140101,-73.348597
97332,Partners Health,41.274743,-70.100535
97278,131 Lower Pleasant Street,41.271734,-70.091413
97266,Town Greenwich,41.024812318314986,-73.62930714484406
96323,Pottery Barn Outlet,40.921549,-72.716822
96113,Fairgrounds,41.268011,-70.087874
96106,LuminoCity Festival,40.792194,-73.92455
96086,Hampton Inn,40.612678,-74.178885
96080,County Council,40.686945,-75.216641
94249,Skyview Apartments,40.908654,-73.905897
94205,Tanger - Riverhead Cole Haan,40.919684,-72.712673
93877,3 Journal Square plaza,40.732185,-74.062432
93860,Pepsico Inc,41.095104,-73.77466
93840,Connell Park,40.662554,-74.416264
93743,Eisenhower Corporate Campus,40.797711,-74.339658
93738,Memorial Field Diamond 4,40.844257,-74.118645
93694,Westfield Garden State Plaza,40.915544,-74.076504
93655,Select Specialty Hospital - Danville,40.968827,-76.600963
93622,Koch 33 Toyota South Station,40.701829,-75.288488
93535,Adelphi University,40.719618,-73.649987
93350,"10 Sterling Boulevard, Englewood",40.882589,-73.988803
93336,Metro Center Garage,41.046112,-73.542177
93305,BMW,41.034229,-74.073055
93281,Belmont Lake State Park,40.737282,-73.33888
93231,Industry City,40.659333,-74.006419
93164,J. Murray Motor Co,41.213322,-76.767717
93136,Fleetwoodgarage,40.92594,-73.83715
93135,GBL - Braun Management,40.9066496,-73.9050866
93027,Dunkin Donuts - Hawley,41.4524976,-75.17935
92998,Hudson County Lincoln Park,40.722775,-74.08558
92990,13-15 Eastman Street,40.654871,-74.305423
92892,21 Westage Drive,41.526606,-73.89475
92841,Jericho Court,40.655437,-74.58226
92637,14 Macys Lane,41.257048,-70.064572
92585,"Town of East Hampton/Montauk, NY",41.03591,-71.94349
92570,Milford Hospital,41.216916,-73.065158
92466,Simon-Simth Haven Mall,40.86245,-73.12875
92452,AAA Northampton County,40.69740579267036,-75.29347106135907
92442,1791 Old Country Road,40.923448,-72.703416
92413,Town  Dartmouth North Library,41.646854,-71.0079
92306,Dunkin Donuts - Matamoras,41.352782,-74.72758
92119,"New Milford, CT Supercharger",41.538744,-73.421791
92115,"Hamden - Dixwell Avenue, CT Supercharger",41.369666,-72.919942
92071,United States Postal Service,41.3525,-72.38979
92042,"Brixmor Village West (Allentown, PA)",40.59764,-75.52636
91970,The SoNo Collection Level 1 Bloomingdales,41.104853,-73.417963
91965,Paramus Park,40.955580667687514,-74.06945822586442
91946,Bergen County Zoo,40.933611,-74.047945
91926,Smith Haven Mall,40.864533,-73.127982
91863,The SoNo Collection Level 1 Nordstom,41.105078,-73.417769
91769,Dunkin,40.679389,-75.386804
91766,21 Pulaski Road,40.885946,-73.258659
91622,The Spur - Tesla Destination,40.895405,-72.388535
91619,"The Ritz-Carlton Residences, Long Island - Tesla Destination",40.769686,-73.688986
91608,The Hinckley Company - Tesla Destination,41.585196,-71.286272
91599,The Captains Manor Inn - Tesla Destination,41.553917,-70.621159
91528,Rapid Park - 205 West 101 Street,40.797603,-73.968503
91500,Park N Go - E 121 St - Tesla Destination,40.800793,-73.9371
91499,Park Kwik-300 Ashland - Tesla Destination,40.68608,-73.978252
91497,"Park Kwik - 110 Livingston, Brooklyn NY - Tesla Destination",40.690987,-73.990131
91485,Old Westbury Golf and Country Club - Tesla Destination,40.801955,-73.601317
91424,iPark 314 W 120th Street - Tesla Destination,40.806974,-73.954006
91371,Glasbern - Tesla Destination,40.593201,-75.657954
91349,Enterprise Parking 219 E 69th St - Tesla Destination,40.767519,-73.960678
91234,610 Warren Street - Tesla Destination,40.681263,-73.981155
91233,577 Baltic Street - Adam America Real Estate - Tesla Destination,40.681151,-73.982101
91232,551W21 SR Capital - Tesla Destination,40.747437,-74.007111
91222,23 Vreeland - Tesla Destination,40.786298,-74.369107
91204,Motorgate Garage -Fourth Level,40.764464,-73.946924
91142,The Nature Conservancy,40.85726,-73.453608
91125,Aqueduct Parking Lot,41.038926,-73.867014
91124,Irvington Public Library,41.039444,-73.872672
91111,532 West 122nd Street,40.811446,-73.960477
91093,Keystone Harley-Davidson®,40.649659,-75.493771
91092,Borough of Paramu,40.92613,-74.069482
90928,Madison Community Pool,40.760385462598,-74.398457755959
90926,Cook Avenue - Parking Lot,40.759673179768,-74.414712327578
90740,760 Montauk Highway,40.911797,-72.353065
90739,BNE Master Teaneck #1,40.902327,-74.000062
90730,129 Saddle River Road,41.105862,-74.0692
90729,Oradell Library,40.954308,-74.03256
90700,Madison Public Library,40.752955119328,-74.414501343061
90650,Riverview Park,40.743721,-74.043112
90580,"Sam's Club 6428 (Medford, NY)",40.8262,-72.99042
90554,St Lukes Orwigsburg,40.640499,-76.089197
90542,Cuomo Bridge Landing,41.065461,-73.862899
90235,Norwich Spa,41.501572,-72.096515
90206,Walmart,40.79215,-74.04193
90036,"Riverhead, NY Supercharger",40.923322,-72.702788
89979,Oakwood Commons Parking Garage,41.659072,-73.932101
89909,Mlk Ave/Fulton Ave Parking Lot,40.704683,-74.087169
89837,Verona Community Center,40.835106,-74.25626
89690,Aquinnah Town Hall,41.3432786987839,-70.8134920829585
89657,Edgewater Borough - Edgewater First Aid Squad,40.8261712,-73.9735675
89655,Edgewater Borough - Edgewater Community Center,40.834258,-73.970772
89654,Township of Bloomfield - Municipal Lot,40.791094,-74.195825
89641,Ella Grasso Tech High School,41.343027,-72.017968
89607,B & C Auto Service,41.375328,-73.726893
89606,Aiden by Best Western Yarmouth,41.65136,-70.238574
89580,Staten Island Mall - Tommy’s Tavern + Tap,40.581128,-74.167923
89579,Staten Island Mall - Richmond Ave Entrance,40.581734,-74.168433
89578,Staten Island Mall - Dave & Buster’s,40.582698,-74.167876
89577,Staten Island Mall - Macy’s,40.583139,-74.166332
89444,LSS Garage,40.73491,-73.86467
89398,"109-5 Marina Road, Queens, NY",40.76109631542504,-73.85776439286803
89392,Flushing Bay Promenade,40.761212,-73.857765
89333,Queens | Hunters Point-Sunnyside-West Maspeth | 33-10 Queens Blvd,40.744363,-73.93112
89299,Brooklyn | Crown Heights North | 419 Stuyvesant Ave,40.679727,-73.931347
89280,109-5 Marina Road,40.760611,-73.85697
89255,Hudson River Greenway,40.7976744,-73.9762309
89206,99 Prospect Park West,40.66696,-73.975032
89200,The Forge,40.74679,-73.94111
89189,Mariners Tower,40.827263,-73.97226
89155,Mike Hunts station,41.193791,-73.243807
89107,Saugatuck Station – Lot 3,41.11898583,-73.36995164
89068,"Ashaway Park & Ride - Hopkinton, RI",41.45046,-71.785904
88948,1 Bergen County Plaza,40.87652,-74.042138
88880,1 Long Wharf,41.00328,-72.29588
88860,West Harrison,41.043003,-73.74776
88853,Target,40.82427,-74.13632
88758,Rockland Comfort station,41.081534,-73.922049
88738,15 Kensington Road,40.942715,-73.83444
88639,Dana Ford Lincoln,40.587162,-74.194747
88586,120 Parkway Road,40.940563,-73.83538
88466,Yale Hospital,41.30629,-72.9405
88322,Mills at Jersey Gardens,40.66244,-74.17328
88136,Pine View Acres,40.701605,-76.18481
88087,Madison Recreational Center (MRC #1 and #2),40.772814603293,-74.410335812689
88001,Prospect Street Parking Lot (#1 and #2),40.75636242273,-74.415776048479
87816,The Narrowsburg Union,41.607477331097144,-75.05846572145725
87769,311 Bay Avenue,40.812763,-74.203545
87768,1 Bay Avenue,40.81276,-74.20414
87767,32 Walnut Crescent,40.8131,-74.205
87659,Gateway Center,41.490744,-71.317901
87642,Apple West Parking,40.795783,-73.973678
87636,Hyannis Transportation Center,41.656988,-70.280255
87533,BMW,40.716131,-74.015548
87335,Werks Plaza,41.552236,-75.910397
87283,"Elizabeth, NJ Supercharger",40.662806,-74.173611
87120,Locey Lane,41.316638,-74.137116
87096,Lackawanna State Park,41.559333,-75.716806
87057,74 Hommocks Road,40.933502,-73.74707
87049,Southampton Hospital,40.88548,-72.380628
87026,"Water Mill, NY Supercharger",40.912008,-72.352969
86992,Executive Park,41.12011,-74.11662
86991,621 Eagle Rock Avenue,40.825764,-74.33314
86296,PJ Village Rocketship Park,40.945023,-73.069455
86210,Government Complex Parking Deck - Essex County,40.7372,-74.18202
86209,Art Delta New York,40.763053,-73.902931
86188,Connecticut Department of Energy and Environmental Protection - Marine Headquarters,41.312148,-72.345572
86187,Rocky Neck State Park,41.316398417273945,-72.2408831019464
86186,Hammonasset Beach State Park - North,41.26449,-72.561988
86185,University of Connecticut - Avery Point,41.317722,-72.065994
86184,East Shore District Health Department,41.305071,-72.756902
86183,Groton New London Airport,41.332527,-72.044683
86182,City of Milford CT - Public Library,41.221934,-73.053647
86179,Norwalk Community College,41.102848,-73.452539
86178,Western Connecticut State University,41.39936,-73.442053
86176,City of New Haven - Orchard Sherman Parking Lot,41.306583,-72.944576
86173,Girard Nissan,41.370989,-72.054118
86170,Bridgeport Hospital,41.190701,-73.166282
86168,New London Parking Authority - Water Street Public Parking Garage,41.355486,-72.093784
86166,Whole Foods Market,41.157925,-73.240315
86165,Hammonasset Beach State Park - South,41.263416,-72.560456
86115,Wayfinder Hotel,41.508087,-71.31212
86101,Wayfinder Hotel,41.508126,-71.312249
85989,Big Y Foods,41.29434,-73.11066
85841,"Woodcliff Lake, NJ Supercharger",41.04175,-74.073701
85811,Woodbridge Town Hall,41.354138,-73.014176
85784,Bear Mountain State Park,41.31029,-73.99043
85781,Connie Chung Service Area,40.83628950501205,-74.18092306480406
85746,Depot Square,41.029458,-73.928967
85711,1 Jackson Square,40.710438,-74.07823
85654,Winnetu Oceanside Resort,41.352815320332,-70.515609605032
85583,Oerlikon Metco,40.7647643,-73.5540755
85581,100 Maher Lane,41.312636,-74.140421
85543,The Precipart Group,40.7586087,-73.4033793999999
85539,Tebbens Steel,40.91804731084565,-72.79286640418532
85538,Phelps Memorial Hospital Northwell Health,41.109863,-73.86453
85529,Lorell Professional Building,40.747521,-73.324952
85526,Dayton T Brown Inc,40.7717703,-73.0991839
85423,Honda,41.395991,-73.605373
85280,Stony Brook University,40.914369,-73.125742
85131,Northampton CO.,40.661486,-75.295847
85094,Cedar Grove Towm Hall,40.851303,-74.2286
85065,Big Y Foods,41.50579,-72.12423
85028,Reserve - Club,40.849614,-72.897944
85026,Gunnery,41.628033,-73.3124
84998,92 Hampton House Road,41.088022,-74.73016
84888,Ecologoc Inc.,41.664845,-71.158138
84862,100 Commons Way,40.591714,-74.625642
84861,Townplace Suite,40.643956,-74.907453
84860,Land Rover at Parsippany,40.858585,-74.35517
84859,Fastway Gas,40.822815,-74.626618
84852,68 Center Street,41.656041,-70.280514
84851,18 Center Street,41.655424,-70.280317
84678,ABM Parking 475 Park Ave South LLC - Tesla Destination,40.745603,-73.98185
84634,Quikpark 43-08 Crescent Street - Tesla Destination,40.748762,-73.942538
84600,IMPark,40.773665,-73.958333
84455,Waterbury-Oxford Airport,41.477151,-73.146142
84374,Fairfield Train Station Overflow Lot,41.142923,-73.264399
84373,City of New Haven - Sherman Tyler Lot,41.3057,-72.94849
84371,Wesleyan University - Integrative Arts Lab,41.557796,-72.652284
84369,Premier Subaru,41.287649,-72.813434
83413,MTP Parking 41-42 24th Street - Tesla Destination,40.751556,-73.941406
83410,125-10 Queens Blvd Garage - Tesla Destination,40.711905,-73.826773
83409,Excel Parking 87-10 Northern Blvd - Tesla Destination,40.755839,-73.880656
83407,MTP Parking 755 Kent Ave - Tesla Destination,40.698671,-73.959625
83406,ImPark Atlantic Terrace - Tesla Destination,40.683287,-73.973589
83405,MTP Parking 568 Union Ave - Tesla Destination,40.718054,-73.951847
83404,IMPark 353 4th Ave - Tesla Destination,40.673235,-73.986232
83403,Sherman Parking - Tesla Destination,40.711023,-73.968134
83402,ImPark 500 4th Ave - Tesla Destination,40.66852,-73.990489
83400,ImPark Underhill Garage - Tesla Destination,40.677526,-73.965785
83378,Mill Plain Diner - Tesla Destination,41.387479,-73.494823
83293,Somers Commons Shopping Center,41.344875,-73.756256
83212,The Shops at Nanuet,41.0941543,-74.0129301
83164,Broadway Commons - Target,40.77177,-73.532239
83140,Brass Mill Center - Shoppers World,41.550913,-73.025612
83119,Broadway Commons - Cinemas and Food,40.773399,-73.533195
83088,Connecticut Post Mall - Dave & Buster's,41.236354,-73.033486
82998,Cortlandt Train Station,41.245017,-73.924007
82997,Metro North Train Station - Southeast,41.416575,-73.624303
82986,Beacon Metro North Train Station,41.507482,-73.984225
82955,Stratford Square,41.198196957611884,-73.12232927116393
82925,"Montauk, NY Supercharger",41.035822,-71.943868
82905,Colonial South Chevrolet,41.639394,-70.992304
82737,300 West Grand Avenue,41.049171,-74.060106
82683,"Clark Memorial Library - Bethany, CT",41.427276,-72.99499
82642,"Basking Ridge, NJ Supercharger",40.655361,-74.529919
82625,"East Greenwich, RI Supercharger",41.660517,-71.497242
82597,Milford SB Service Plaza - Supercharger,41.24625,-73.010534
82595,"Fishkill, NY Supercharger",41.52727858284335,-73.893152475357
82532,"Meriden, CT Supercharger",41.527018,-72.773982
82518,"New London, CT Supercharger",41.370726,-72.119398
82505,"Copiague, NY Supercharger",40.688444,-73.4055
82483,"Springfield - Cleveland Place, NJ Supercharger",40.717706,-74.329462
81978,40 Deforest Avenue,40.718838,-74.35955
81974,1 Municipal Plaza,41.508608,-73.978559
81963,Target,40.88975,-74.26989
81962,Embassy Suites by Hilton Berkeley Heights - Tesla Destination,40.66293,-74.417432
81956,1 Vogt Drive,40.58798,-74.60765
81954,224 Orange Road,40.804429,-74.22074
81849,Clarkstown Council Chambers - City government office,41.147053,-73.9881
81792,Montclair Kimberly Academy Upper School,40.821591,-74.227514
81788,Montclair Kimberley Academy,40.827281,-74.216416
81756,One Blue Slip-Greenpoint - Tesla Destination,40.736224,-73.959356
81733,"Madison - Southbound, CT Supercharger",41.2915926,-72.5790793
81732,"Madison - Northbound, CT Supercharger",41.2900852,-72.5803292
81591,The Custer Institute,41.051979,-72.434844
81480,1 Collyer Lane,40.697132,-74.546585
81471,2121 Larger Cross Road North,40.70309,-74.700236
81468,Green Acres Mall,40.662,-73.72316
81465,PepsiCo Research & Development,41.096363,-73.77538
81464,Stourbridge Project,41.574297,-75.261427
81454,Walmart - Kearney,40.74863,-74.13629
81306,14 Baker Street,40.761692,-73.01223
81298,Farrington Square Garage Level 1,40.6093,-75.37896
81276,Brass Mill Center - Entrance 3,41.54938,-73.025211
81242,4883 Riley Road,40.652052,-75.294725
81230,Iacocca Hall North Parking Lot,40.60222,-75.36011
81229,Zoellner Garage,40.608133,-75.372385
81165,Johnson & Johnson Supply Chain,40.591161,-74.652764
81047,"The SoNo Collection - Norwalk, CT",41.104791,-73.418883
80975,Broadway Commons,40.77182,-73.531138
80932,Connecticut Post Mall - Northwest Entrance,41.23607,-73.036915
80773,ProPark America Astor Broadway,40.762332,-73.926968
80770,Delta Hotels by Marriott - Basking Ridge,40.652638,-74.580948
80704,Fairfield Rail Station,41.143125,-73.264511
80660,GGMC Parking MODA,40.705192,-73.80223
80657,Wrap N Shine Auto Spa,41.310254,-73.09885
80622,3050 Corlear Ave - Nagle Parking Inc.,40.880142,-73.907385
80621,Lake Moc-A-Tek Inn,41.427925,-75.285364
80613,Balfour Garage,40.7199679,-73.8373279
80610,The Kartrite Resort & Indoor Waterpark,41.674806,-74.64861
80609,Morty's Oyster Stand,41.002714,-72.031445
80602,TF Cornerstone LIC,40.747676,-73.956012
80598,300 W 135 St - Little Man Parking,40.816777,-73.947435
80591,Ipark 92-77 Queens Boulevard,40.732255,-73.866674
80590,Sylvan Parking 136-33 37th Avenue,40.761959,-73.829813
80589,Sylvan Parking 23-25 31st Street,40.77364,-73.91352
80587,IPark 99 3rd Avenue,40.683126,-73.982088
80586,IPark 255 Schermerhorn,40.687913,-73.983039
80585,Ipark 302 2nd Street,40.674312,-73.98488
80583,Flushing Supercharger,40.760676,-73.829774
80581,MPG Parking,40.728618,-73.856054
80580,Enterprise Parking 147 Flatbush Avenue Extension,40.695154,-73.983861
80579,Enterprise Parking 150 Myrtle Avenue,40.693476,-73.982605
